market,airlineAA,airlineDL,airlineUA,airlineAL,airlineLCC,airlineWN,marketdistance,fromcenterdistance,mindistance,changeincmarket,percapitaincmarket,marketsize,wrightamendmDAL,dallasmarket,marketpresenceAA,marketpresenceDL,marketpresenceUA,marketpresenceAL,marketpresenceLCC,marketpresenceWN,mindistancefromhubAA,mindistancefromhubDL,mindistancefromhubUA,mindistancefromhubAL,mindistancefromhubLCC,mindistancefromhubWN
BUFMCI,1,0,1,1,1,0,0.870000005,0.955529034,0.551975608,2.349999905,2.999038458,1.472949982,0,0,0.486341178,0.47638768,0.301147908,0.47028482,0.123074681,0.382011056,0.003878539,0.0887971,0.003878539,0,0,0
BUFMCO,1,1,1,1,1,1,1.011000037,1.608508348,0.472719043,2.599999905,2.745375872,1.40958488,0,0,0.434927702,0.546440482,0.269243598,0.544438243,0.162235826,0.316462725,0.461084932,0.103500292,0.461084932,0.004084344,0.001056313,0.057640612
BUFMDW,0,0,0,0,1,0,0.467999995,1.06921041,0.155067578,1.600000024,3.145649433,3.272589207,0,0,0.229262665,0.201612905,0.120967738,0.359216601,0.222580642,0.50414747,0.041085139,0.407083094,0.041085139,0,0,0
BUFMEM,0,0,0,1,0,0,0.813000023,0.949240685,0.551975608,3.399999857,2.877296209,1.189961791,0,0,0.325127333,0.477928698,0.167020366,0.616935492,0.204159588,0.161290318,0.184433073,0,0.184433073,0,0.164650932,0.164885685
BUFMIA,1,1,0,1,1,0,1.184999943,1.792818546,0.211625397,3,2.989042759,2.440381527,0,0,0.512132466,0.520196974,0.231587201,0.538609743,0.161076218,0.161290318,0.409467399,0.103634499,0.409467399,0.010909893,0.001849494,0.036842056
BUFMKE,0,0,0,1,0,0,0.465000004,1.134136438,0.551975608,2.599999905,3.078781366,1.323812604,0,0,0.41577059,0.374452412,0.293807238,0.624651551,0.154320985,0.161290318,0.158808753,0.563808918,0.158808753,0.024905626,0,0.177499816
BUFMLB,0,0,0,0,0,0,1.029000044,1.652271748,0.472719043,2.599999905,2.757571697,0.752495527,0,0,0.193548381,0.70161289,0.120967738,0.330645174,0.072580643,0.161290318,0.470319957,0.122557767,0.470319957,0.00835974,0.006219773,0.048449695
BUFMSY,0,1,0,1,1,1,1.097000003,1.28953886,0.551975608,4.150000095,2.794910908,1.23576498,0,0,0.410939693,0.553786814,0.22096774,0.452384293,0.155189335,0.365638137,0.193732709,0.012323649,0.193732709,0.005959969,0.035819348,0.165227681
BUFOAK,1,0,1,0,0,1,2.298000097,2.425996542,0.112048075,0.649999976,3.773923159,2.205117226,0,0,0.467520982,0.324900568,0.442885548,0.330645174,0.07699956,0.490057439,0.001443383,0.057059955,0.001443383,0.001552811,0,0.002979408
BUFORD,1,1,1,1,0,0,0.47299999,1.07581532,0.155067578,1.600000024,3.145649433,3.272589207,0,0,0.539953589,0.436907023,0.431425273,0.458096147,0.072580643,0.161290318,0,0.424431384,0,0.001986933,0.019155426,0.019558929
BUFORF,0,0,0,1,0,0,0.437999994,1.56813848,0.228941053,3.700000048,2.776530504,1.359001875,0,0,0.393548369,0.521612883,0.160967737,0.630645156,0.072580643,0.161290318,1.709568501,1.040095925,1.709568501,0.118723691,0.000973706,0.006073137
BUFPBI,0,1,0,1,1,1,1.123000026,1.750084281,0.421313316,2.75,3.581606627,1.161367774,0,0,0.266719103,0.634539723,0.133162856,0.592840314,0.095200628,0.301534235,0.439505309,0.119684346,0.439505309,0.012871407,0.00376157,0.038379863
BUFPDX,0,0,0,1,0,0,2.157000065,2.432384253,0.551975608,2.200000048,3.005064487,1.5167799,0,0,0.457284659,0.492821693,0.456132591,0.434243172,0.131868139,0.337114513,0.022193141,0.102536462,0.022193141,0,0,0.025480155
BUFPNS,0,0,0,1,0,0,0.977999985,1.302752495,0.218125761,3.200000048,2.602762222,0.697800636,0,0,0.193548381,0.620217562,0.120967738,0.574831247,0.072580643,0.161290318,0.295578152,0.005974081,0.295578152,0.001861822,0.005916104,0.151806667
BUFPVD,0,0,0,0,0,0,0.382999986,1.82286787,0.422890365,3.75,2.912179708,1.363606453,0,0,0.397773743,0.469218552,0.254770547,0.654588819,0.075533852,0.414811432,2.441479206,1.948612571,2.441479206,0.150329754,0.133308828,0.588072002
BUFRDU,0,0,0,1,1,1,0.486999989,1.442464113,0.498946786,3.349999905,3.09318924,0.98528868,0,0,0.400070131,0.544004202,0.197054684,0.580645204,0.181626916,0.3786816,1.294329524,0.641450047,1.294329524,0.056094568,0.001724839,0.102093898
BUFRIC,0,0,0,1,0,0,0.381999999,1.501385689,0.523546576,3.549999952,2.981843233,1.137442231,0,0,0.348720789,0.546440482,0.172691882,0.727196932,0.072580643,0.161290318,1.911396742,1.150759339,1.911396742,0.163841844,0.02122106,0.051757813
BUFRSW,0,1,0,1,1,0,1.144000053,1.699507833,0.264955878,6.350000381,2.945590734,0.731023371,0,0,0.380295366,0.557034612,0.133015931,0.57160902,0.181014389,0.161290318,0.39277339,0.073169202,0.39277339,0.002973223,0.00111976,0.050618313
BUFSAN,1,1,1,1,0,1,2.196000099,2.243067026,0.551975608,3.149999857,3.084444523,1.824153066,0,0,0.503465772,0.482604623,0.348240465,0.446347654,0.072580643,0.355505198,0,0.033374112,0,0,0,0
BUFSAT,1,1,0,0,0,1,1.432000041,1.452759266,0.551975608,2.150000095,2.739992857,1.425558329,0,0,0.525324106,0.5380615,0.233117267,0.433599651,0.072580643,0.366897792,0.017695507,0.000518799,0.056688447,0,0.017588183,0.038561601
BUFSDF,0,0,0,1,0,1,0.493000001,1.041198611,0.551975608,2.75,2.904948711,1.168151379,0,0,0.375980794,0.559720993,0.195292056,0.499564111,0.080863118,0.39102006,0.5372082,0,0.5372082,0.004151133,0.49548611,0.495873392
BUFSEA,1,1,0,1,0,0,2.121999979,2.43962431,0.551975608,1.600000024,3.278086424,1.897929072,0,0,0.459421396,0.491295457,0.374936014,0.491935492,0.103174604,0.31208396,0.03029898,0.115754984,0.03029898,0.0016877,0,0.033973284
BUFSFO,1,0,1,1,1,0,2.309000015,2.435719013,0.112048075,0.649999976,3.773923159,2.205117226,0,0,0.47926268,0.470520496,0.448698848,0.486107349,0.09392789,0.161290318,0.00124037,0.056407165,0.00124037,0.001375075,0,0.002757023
BUFSJC,1,0,1,1,0,0,2.292999983,2.414869547,0.296376467,0.649999976,3.773923159,2.205117226,0,0,0.598953784,0.37728858,0.418265045,0.370313853,0.072580643,0.404533565,0.000949412,0.055433549,0.000949412,0.001252751,0,0.002395623
BUFSLC,1,0,0,0,1,0,1.710000038,1.866205573,0.551975608,3.649999857,2.840579748,1.070719123,0,0,0.446295649,0.608206332,0.379209518,0.34633109,0.078429632,0.381070554,0.003963502,0.084356442,0.003963502,0.003548748,0,0.006301041
BUFSMF,0,0,1,1,0,1,2.240999937,2.382170677,0.551975608,3.849999905,2.92816329,1.474320769,0,0,0.46381864,0.404315591,0.452048838,0.410854399,0.072580643,0.424803823,0.002785229,0.062241808,0.002785229,0.001689701,0,0.004532671
BUFSNA,1,0,0,0,0,0,2.198999882,2.257972002,0.30749619,3.200000048,2.995176792,3.822281837,0,0,0.554307878,0.347182512,0.412106991,0.393936306,0.072580643,0.218252346,0,0.037481524,0,0,0,0
BUFSRQ,0,1,0,1,0,0,1.093000054,1.623106003,0.363405675,4.099999905,3.237432003,0.839671135,0,0,0.193548381,0.67036289,0.120967738,0.570228517,0.072580643,0.161290318,0.393305957,0.058877874,0.393305957,0.001433572,0.001772421,0.063257329
BUFSTL,1,0,1,1,0,0,0.674000025,0.818796754,0.551975608,1.700000048,2.964431763,1.779278517,0,0,0.531155229,0.32981804,0.236352354,0.458850324,0.072580643,0.36641854,0.082166545,0.062393505,0.082166545,0.004028592,0.064126126,0.064409293
BUFTPA,1,1,1,1,1,1,1.05400002,1.590326667,0.102310307,2.849999905,2.854930162,1.686605215,0,0,0.398272812,0.567754626,0.231203958,0.551117599,0.163131833,0.318770647,0.408620298,0.061650023,0.408620298,0.000928846,0.000902556,0.066908427
BUFTUS,1,0,0,0,0,0,1.904999971,1.924134016,0.551975608,2.950000048,2.629202843,1.001306295,0,0,0.497896194,0.382772326,0.258648902,0.330645174,0.072580643,0.291725099,0.000310206,0.025748698,0.000310206,0,0,0
BURBWI,0,0,1,1,0,1,2.319999933,2.310853958,0.183144793,5.650000095,3.72988987,7.857623577,0,0,0.31837979,0.28125,0.380226493,0.286476493,0.044642858,0.549216032,0.00907277,0,0.003333151,0,0,0
BURCMH,0,0,0,1,0,0,1.986999989,1.991754413,0.183144793,4.150000095,3.178132296,4.537247181,0,0,0.354509354,0.267441869,0.347419173,0.324163347,0.046511628,0.491491765,0.015163627,0.002292673,0.002887052,0,0,0
BURCOS,0,0,0,1,0,0,0.822000027,2.253830671,0.183144793,4.75,3.114985466,2.639993668,0,0,0.496951222,0.208333328,0.552845538,0.286178857,0.036585364,0.317073166,1.19761014,1.19761014,0.112453192,0,0,0
BURDAL,0,0,0,0,0,0,1.243000031,1.990923882,0.114111654,4.350000381,3.322270393,8.194615364,1,1,0.164808363,0.028571429,0.219512194,0.219512194,0.036585364,0.731358886,0,0,0.200258955,0,0,0
BURDCA,0,0,0,0,0,0,2.302000046,2.290676117,0.183144793,5.650000095,3.72988987,7.857623577,0,0,0.329980433,0.2591241,0.343599796,0.256008536,0.036585364,0.317073166,0.012874971,0,0.004663595,0,0,0
BURDEN,0,0,1,1,0,0,0.850000024,2.256191015,0.183144793,5.449999809,3.584892273,5.625997066,0,0,0.400120229,0.274647892,0.554019213,0.279371351,0.080985919,0.317073166,1.182317376,1.182317376,0,0,0,0
BURDFW,1,0,1,1,0,0,1.230999947,1.995644331,0.114111654,4.350000381,3.322270393,8.194615364,0,1,0.494562685,0.324840754,0.362824291,0.273652315,0.092356689,0.317073166,0,0,0.204141036,0,0,0
BURELP,0,0,0,1,0,1,0.714999974,2.475097656,0.183144793,5.800000191,2.589882612,2.937717915,0,0,0.429643542,0.100000001,0.219512194,0.334896803,0.036585364,0.586303949,1.46731317,1.46731317,0.966421962,0,0.022136042,0
BURGEG,0,0,0,0,1,1,0.926999986,3.005363941,0.183144793,3.300000191,2.91750598,2.304039001,0,0,0.121951222,0.134615391,0.459896803,0.344512194,0.228893057,0.518996239,1.900648713,1.900648713,0.808110476,0.104253843,0.039626893,0.104253843
BURHOU,0,0,0,0,0,1,1.389000058,2.134784698,0.183144793,5.650000095,3.38182807,7.798562527,0,0,0.276272207,0.19135803,0.219512194,0.219512194,0.148148149,0.613369465,0.052562915,0.052562915,0.241501838,0,0,0
BURIND,1,0,1,0,0,0,1.804999948,1.815658689,0.183144793,4.100000381,3.231541634,4.418146133,0,0,0.36108166,0.201086953,0.4097296,0.298913032,0.038043477,0.496420979,0.051723998,0.093722001,0.00585525,0,0,0
BURLIT,1,0,0,0,0,0,1.488000035,1.745213747,0.183144793,5,3.013332129,2.78286314,0,0,0.493163347,0.310606062,0.227087945,0.219512194,0.036585364,0.544345915,0.020125933,0.020125933,0.082103938,0,0.013286959,0
BURMCI,0,0,1,1,0,1,1.353999972,1.733826637,0.183144793,3.950000048,3.218581915,4.837107182,0,0,0.41474402,0.27477476,0.399692357,0.287079751,0.058558557,0.537793875,0.237211108,0.237211108,0.013830729,3.15544E-06,0,0
BURMCO,0,0,0,0,0,0,2.213999987,2.386805773,0.183144793,4.199999809,2.96491909,4.629018307,0,0,0.363330543,0.344827592,0.367788076,0.264339775,0.089655176,0.472245574,0,0,0.077001445,0,0,0
BURMDW,0,0,0,0,0,1,1.74000001,1.847508073,0.155067578,3.200000048,3.36519289,10.74704838,0,0,0.157665506,0,0.219512194,0.219512194,0.150000006,0.659930348,0,0.156008169,0,0,0,0
BURMSY,0,0,0,0,0,1,1.667999983,2.067836523,0.183144793,5.75,3.014454365,4.058200836,0,0,0.339342535,0.352173924,0.319512188,0.280381769,0.082608692,0.521420956,0,0,0.140587673,0,0,0
BUROAK,0,0,0,0,0,1,0.324999988,3.204293966,0.112048075,2.25,3.993466854,7.241514206,0,0,0.395923823,0.12328767,0.541429996,0.424991667,0.091379881,0.645840287,7.205533504,7.205533504,4.526549816,0.918061733,0.085382082,0.918061733
BUROKC,0,0,1,0,0,1,1.180999994,1.913890362,0.183144793,6.050000191,3.016676188,3.728042841,0,0,0.481951237,0.25999999,0.35284555,0.219512194,0.036585364,0.583739877,0.176870897,0.176870897,0.13121815,0.003005038,0.017253568,0.003005038
BUROMA,0,0,0,1,0,1,1.319000006,1.86437571,0.183144793,4.350000381,3.230097532,3.120664835,0,0,0.500739098,0.098484851,0.522542477,0.325572789,0.06818182,0.529194355,0.363429517,0.363429517,0,0,0,0
BURORD,1,0,1,1,0,0,1.733999968,1.854112744,0.155067578,3.200000048,3.36519289,10.74704838,0,0,0.46835646,0.235294119,0.529969692,0.271799773,0.036585364,0.317073166,0,0.162652567,0,0,0,0
BURPDX,0,0,1,0,1,1,0.816999972,3.210681677,0.183144793,3.800000191,3.224607706,4.981042385,0,0,0.3856875,0.291208804,0.55467701,0.356874824,0.1684535,0.492897332,2.460093498,2.460093498,1.24087739,0.199199021,0.015604829,0.199199021
BURRDU,1,0,0,0,0,0,2.232000113,2.220761776,0.183144793,4.949999809,3.312732697,3.235647202,0,0,0.328472972,0.342391312,0.295599163,0.25,0.141304344,0.534464478,0.018563,0.015182221,0.018841049,0,0,0.00273269
BURSAT,0,0,0,1,0,1,1.210999966,2.231056929,0.183144793,3.75,2.959536314,4.681474686,0,0,0.453726918,0.33644861,0.331661731,0.294278562,0.036585364,0.52268064,0.20697087,0.20697087,0.35123077,0,0.012164997,0
BURSDF,0,0,0,0,0,0,1.833999991,1.819496274,0.183144793,4.350000381,3.124492407,3.83616066,0,0,0.304383636,0.358108103,0.293836534,0.219512194,0.040540539,0.546802878,0.06113413,0.06113413,0.015229769,0.001524148,0,0
BURSEA,0,0,1,0,1,1,0.936999977,3.217921972,0.183144793,3.200000048,3.497629642,6.232720852,0,0,0.387824237,0.289682537,0.473480463,0.342528075,0.139759973,0.467866838,2.064007521,2.064007521,0.988870382,0.156473428,0.012784683,0.156473428
BURSFO,0,0,1,0,0,0,0.326000005,3.214016676,0.112048075,2.25,3.993466854,7.241514206,0,0,0.407665521,0.268907577,0.547243297,0.362369359,0.05759377,0.317073166,7.204503059,7.204503059,4.540641785,0.932693958,0.047682125,0.932693958
BURSJC,0,0,0,0,0,1,0.296000004,3.19316721,0.183144793,2.25,3.993466854,7.241514206,0,0,0.527356625,0.175675675,0.516809464,0.40870139,0.09063942,0.560316443,7.948243141,7.948243141,5.038201332,1.035074592,0.101203606,1.035074592
BURSLC,0,0,1,0,0,1,0.574000001,2.644502878,0.183144793,5.25,3.060123205,3.516197205,0,0,0.37469849,0.406593412,0.477753967,0.307424277,0.054945055,0.536853373,2.834058046,2.834058046,1.145245194,0.019954244,0.020363307,0.019954244
BURSMF,0,0,0,0,0,1,0.35800001,3.16046834,0.183144793,5.449999809,3.147706747,4.841608524,0,0,0.392221481,0.202702701,0.550593257,0.449241936,0.09063942,0.580586672,6.378516197,6.378516197,3.884262323,0.714732945,0.09254507,0.714732945
BURSTL,1,0,1,1,0,1,1.583999991,1.597094297,0.183144793,3.300000191,3.18397522,5.843077183,0,0,0.45955807,0.128205135,0.334896803,0.283614755,0.036585364,0.522201359,0.114157781,0.114157781,0.015968092,0.001109268,0,0
BURTPA,0,0,0,0,0,0,2.154999971,2.36862421,0.102310307,4.449999809,3.074473858,5.538742065,0,0,0.326675653,0.366141737,0.329748422,0.258882284,0.090551183,0.474553466,0,0,0.088496841,0,0,0
BURTUL,1,0,0,0,0,1,1.276000023,1.803258419,0.183144793,6.900000095,3.175976276,3.301503897,0,0,0.546193659,0.189393938,0.317997038,0.219512194,0.036585364,0.597376227,0.13774468,0.13774468,0.082841739,0.007724104,0.011188471,0.007724104
BURTUS,0,0,0,1,0,1,0.453000009,2.702431679,0.183144793,4.550000191,2.8487463,3.288248539,0,0,0.426299036,0.181159422,0.357193351,0.538352787,0.065570876,0.447507948,3.470449209,3.470449209,2.268696547,0.024089552,0.033993348,0.024089552
BWICAE,0,1,0,1,0,0,0.437999994,1.416201472,0.297422618,4.5,3.485290527,1.79562676,0,0,0.196428567,0.757994175,0.160714284,0.376142025,0.044642858,0.232142851,1.936309338,0.750400782,1.936309338,0.025342131,0,0
BWICHA,0,0,0,0,0,0,0.550999999,1.176816702,0.297422618,4.050000191,3.483302355,1.536889195,0,0,0.22023809,0.757440448,0.160714284,0.355654776,0.044642858,0.232142851,1.033676505,0.237048909,1.033676505,0.091189511,0.000764435,0
BWICHS,0,1,0,1,0,0,0.472000003,1.505879998,0.297422618,5.400000095,3.431028605,1.652786493,0,0,0.204493076,0.724798381,0.160714284,0.575316846,0.044642858,0.232142851,1.923092127,0.766954482,1.923092127,0.118929848,0.002237094,0.000532506
BWICMH,0,0,0,1,0,1,0.335999995,1.260746956,0.297422618,5,3.693301678,2.840293884,0,0,0.428986728,0.548691869,0.288621247,0.474979222,0.046511628,0.406561434,1.724195004,0.618767858,1.724195004,0.051938739,0.044699986,0
BWICOS,1,1,1,0,0,0,1.503999949,1.522822976,0.297422618,5.599999905,3.63015461,1.652622819,0,0,0.571428537,0.489583313,0.494047642,0.254761904,0.044642858,0.232142851,0.016102891,0,0.016102891,0.005203328,0,0
BWICRP,0,0,0,1,0,1,1.432000041,1.576463938,0.297422618,5.150000095,3.329598904,1.406288147,0,0,0.363095224,0.297916681,0.160714284,0.51309526,0.044642858,0.465476185,0.095523171,0.012654481,0.214585453,0.001321803,0,0
BWICVG,0,1,0,0,0,0,0.430000007,1.152947307,0.297422618,4.650000095,3.679389954,3.157567739,0,0,0.234890103,0.768429518,0.244047612,0.25938645,0.044642858,0.232142851,1.055325627,0,1.055325627,0.082472406,0.02240636,0
BWIDAB,0,1,0,0,0,0,0.73299998,1.626730323,0.297422618,6,3.334834337,1.490429282,0,0,0.196428567,0.78125,0.160714284,0.236607149,0.044642858,0.232142851,1.158771038,0.285082817,1.158771038,0.059728686,0.003503068,0.000876808
BWIDAL,0,0,0,1,0,1,1.208999991,1.259916425,0.114111654,5.199999809,3.837439775,5.129787922,1,1,0.239285707,0.309821427,0.160714284,0.324999988,0.044642858,0.646428585,0.013497604,0.013497604,0.172391146,0.048977256,0.001384675,0
BWIDAY,0,0,0,1,0,0,0.405999988,1.190964699,0.297422618,4.150000095,3.580032825,2.039799452,0,0,0.410714269,0.504464269,0.267857134,0.441964298,0.116071425,0.232142851,1.116794825,0.211877152,1.116794825,0.044236507,0.033950355,0
BWIDEN,1,1,1,1,1,0,1.491000056,1.52518332,0.297422618,6.300000191,4.100061893,3.521845818,0,0,0.474597573,0.555897892,0.495221317,0.377452224,0.125628769,0.232142851,0.009205624,0.001873955,0,0.002875489,0,0
BWIDFW,1,1,1,1,0,0,1.217000008,1.264636755,0.114111654,5.199999809,3.837439775,5.129787922,0,1,0.56904006,0.606090784,0.304026365,0.336555958,0.092356689,0.232142851,0,0,0.167662427,0.047946349,0,0
BWIDSM,1,0,1,0,0,0,0.910000026,1.074017644,0.297422618,5,3.697483301,1.65905273,0,0,0.589285731,0.305059522,0.505952358,0.419642866,0.044642858,0.232142851,0.008050872,0.02377554,0.008050872,0.002172919,0.004082246,0
BWIELP,1,0,0,1,0,1,1.741000056,1.74409008,0.297422618,6.650000095,3.105052233,1.838996768,0,0,0.504120886,0.381249994,0.160714284,0.357967019,0.06771978,0.501373649,0.012814508,0.001666705,0.064686045,0.021475051,0.00177328,0
BWIFLL,0,1,0,1,0,1,0.925000012,1.829098821,0.211625397,5.449999809,3.723755836,5.016794205,0,0,0.389411032,0.684758782,0.187030077,0.469063282,0.114035085,0.390037596,0.948863506,0.251101136,0.948863506,0.073691405,0.001795489,0.00195649
BWIFNT,0,0,0,1,0,0,0.451999992,1.316812992,0.297422618,4,3.845210552,4.690905094,0,0,0.196428567,0.28125,0.160714284,0.639339805,0.166666672,0.232142851,0.863679051,0.555922389,0.863679051,0.013082184,0.062333234,0
BWIGEG,0,1,1,1,0,1,2.111000061,2.274356365,0.297422618,4.150000095,3.432675838,1.442316771,0,0,0.196428567,0.415865391,0.401098907,0.352335155,0.192307696,0.434065938,0.000622206,0.026147334,0.000622206,0,0,0
BWIGRR,0,0,0,1,0,0,0.527999997,1.247063518,0.297422618,5.099999905,3.560569048,1.921177983,0,0,0.369505495,0.338942319,0.401098907,0.640796721,0.044642858,0.232142851,0.431963027,0.319748163,0.431963027,0,0.046561733,0
BWIGSO,0,0,0,0,0,0,0.277999997,1.423232079,0.297422618,4.150000095,3.538520336,1.790782452,0,0,0.245448172,0.68321079,0.190126047,0.579744399,0.137254909,0.232142851,3.347616673,1.725862145,3.347616673,0.589960337,0.000134804,0.000130962
BWIGSP,0,1,0,1,0,0,0.425000012,1.330404401,0.297422618,3.849999905,3.465535164,1.671517491,0,0,0.283928573,0.71875,0.160714284,0.474107146,0.044642858,0.232142851,1.816259146,0.714934111,1.816259146,0.02466567,0,0
BWIHOU,0,1,0,0,0,1,1.246000051,1.403777242,0.236466587,6.5,3.89699769,4.88186121,0,0,0.350749552,0.47260803,0.160714284,0.236607149,0.148148149,0.528439164,0.172705486,0.019269476,0.255982429,0.008435195,0,0
BWIICT,1,0,1,0,0,0,1.128999949,1.129570484,0.297422618,7.25,3.618033886,1.681712508,0,0,0.648809552,0.328869045,0.363095224,0.236607149,0.044642858,0.232142851,0.068267576,0,0.068267576,0.019248834,0.006553521,0
BWIIND,0,0,1,1,0,1,0.514999986,1.084651113,0.297422618,4.949999809,3.746711254,2.765737057,0,0,0.435559005,0.482336938,0.350931674,0.468555868,0.044642858,0.411490679,0.546720564,0.022366364,0.546720564,0.03577229,0.023726203,0
BWIISP,0,0,0,0,0,1,0.219999999,1.776189089,0.297422618,4.550000191,4.154963493,9.537791252,0,0,0.265394092,0.419181049,0.160714284,0.265394092,0.044642858,0.68041873,5.3175807,3.78289175,5.3175807,0,0,0
BWIJAN,0,1,0,0,0,1,0.888000011,1.179311872,0.297422618,5.650000095,3.445358515,1.570778608,0,0,0.22584033,0.732230425,0.190126047,0.31670168,0.044642858,0.37920168,0.461335331,0.030805776,0.461335331,0.037617244,0.000789883,0
BWIJAX,0,1,0,1,0,1,0.662999988,1.534963608,0.297422618,4.25,3.594162464,2.376859665,0,0,0.357348114,0.695043087,0.172208533,0.449250817,0.109195404,0.387315273,1.239491105,0.276108861,1.239491105,0.040288266,0.00100639,0.00100639
BWIJFK,1,0,0,0,0,0,0.184,1.73987031,0.11014735,4.550000191,4.154963493,9.537791252,0,0,0.588585436,0.555759788,0.258753508,0.238270313,0.127450988,0.232142851,6.376833916,4.520401001,6.376833916,0,0,0
BWILAN,0,0,0,1,0,0,0.48300001,1.275877237,0.297422618,4.75,3.502580404,1.488175154,0,0,0.196428567,0.28125,0.177955657,0.652401447,0.044642858,0.232142851,0.651408494,0.420485854,0.651408494,0,0.052216019,0
BWILAX,1,1,1,1,1,1,2.328999996,2.328888178,0.183144793,5.650000095,3.72988987,7.857623577,0,0,0.51022166,0.577801704,0.429679811,0.39033252,0.089470446,0.401108384,0.013036942,0,0.007296649,0.002675588,0,0
BWILEX,0,1,0,1,0,0,0.437000006,1.157702565,0.297422618,3.950000048,3.643923044,1.425030112,0,0,0.196428567,0.754222989,0.214768335,0.250482619,0.044642858,0.232142851,1.163461924,0.137914598,1.163461924,0.124137267,0.012674642,0
BWILGA,0,0,0,0,0,0,0.185000002,1.735789657,0.11014735,4.550000191,4.154963493,9.537791252,0,0,0.471018732,0.539446712,0.332845449,0.457918644,0.085626468,0.232142851,6.299088001,4.469955444,6.299088001,0.001979354,0,0
BWILIT,1,1,0,1,0,1,0.912,1.01420629,0.297422618,5.849999905,3.528501987,1.742058396,0,0,0.567640662,0.591856062,0.168290049,0.321157992,0.044642858,0.459415585,0.285136849,0.032239009,0.285136849,0.070648327,0.003436507,0
